Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
punjabgrid,04,30.015,74.035,2022-09-30,h24v05,4792.0,1971.0,0.3872,0.5755,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2022-10-16,h24v05,4792.0,1971.0,0.3402,0.5488,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2022-11-01,h24v05,4792.0,1971.0,0.2744,0.4764,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2022-11-17,h24v05,4792.0,1971.0,0.2627,0.4861,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2023-09-30,h24v05,4792.0,1971.0,0.3918,0.589,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2023-10-16,h24v05,4792.0,1971.0,0.3812,0.6049,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2023-11-01,h24v05,4792.0,1971.0,0.3303,0.5601,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.035,2023-11-17,h24v05,4792.0,1971.0,0.2857,0.5251,3294.0,0b0000110011011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2018-09-30,h24v05,4792.0,2000.0,0.3346,0.5216,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2018-10-16,h24v05,4792.0,2000.0,0.2704,0.4441,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2018-11-01,h24v05,4792.0,2000.0,0.1334,0.2498,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2018-11-17,h24v05,4792.0,2000.0,0.1394,0.2549,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2019-09-30,h24v05,4792.0,2000.0,0.3507,0.5864,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2019-10-16,h24v05,4792.0,2000.0,0.2791,0.4783,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2019-11-01,h24v05,4792.0,2000.0,0.2707,0.4884,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2019-11-17,h24v05,4792.0,2000.0,0.222,0.4002,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2020-09-29,h24v05,4792.0,2000.0,0.4007,0.6243,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2020-10-15,h24v05,4792.0,2000.0,0.2642,0.48,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2020-10-31,h24v05,4792.0,2000.0,0.2812,0.455,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2020-11-16,h24v05,4792.0,2000.0,0.1524,0.2889,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2021-09-30,h24v05,4792.0,2000.0,0.4085,0.6137,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2021-10-16,h24v05,4792.0,2000.0,0.3643,0.5305,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2021-11-01,h24v05,4792.0,2000.0,0.219,0.3797,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2021-11-17,h24v05,4792.0,2000.0,0.2281,0.3766,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2022-09-30,h24v05,4792.0,2000.0,0.3039,0.4825,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2022-10-16,h24v05,4792.0,2000.0,0.2782,0.4595,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2022-11-01,h24v05,4792.0,2000.0,0.2355,0.4065,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2022-11-17,h24v05,4792.0,2000.0,0.1856,0.3327,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2023-09-30,h24v05,4792.0,2000.0,0.3177,0.4913,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2023-10-16,h24v05,4792.0,2000.0,0.3112,0.4934,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2023-11-01,h24v05,4792.0,2000.0,0.2432,0.4145,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,04,30.015,74.105,2023-11-17,h24v05,4792.0,2000.0,0.2799,0.4028,2193.0,0b0000100010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2018-09-30,h24v05,4759.0,1949.0,0.1928,0.3094,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2018-10-16,h24v05,4759.0,1949.0,0.1848,0.283,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2018-11-01,h24v05,4759.0,1949.0,0.1589,0.2689,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2018-11-17,h24v05,4759.0,1949.0,0.1786,0.2918,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2019-09-30,h24v05,4759.0,1949.0,0.2004,0.3367,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2019-10-16,h24v05,4759.0,1949.0,0.1914,0.3072,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2019-11-01,h24v05,4759.0,1949.0,0.2036,0.3126,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2019-11-17,h24v05,4759.0,1949.0,0.1903,0.3212,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2020-09-29,h24v05,4759.0,1949.0,0.2542,0.3726,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2020-10-15,h24v05,4759.0,1949.0,0.2487,0.3698,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2020-10-31,h24v05,4759.0,1949.0,0.2301,0.3426,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2020-11-16,h24v05,4759.0,1949.0,0.2071,0.3441,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2021-09-30,h24v05,4759.0,1949.0,0.2555,0.3983,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2021-10-16,h24v05,4759.0,1949.0,0.2158,0.3583,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2021-11-01,h24v05,4759.0,1949.0,0.2268,0.3776,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2021-11-17,h24v05,4759.0,1949.0,0.2414,0.3903,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2022-09-30,h24v05,4759.0,1949.0,0.222,0.3395,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2022-10-16,h24v05,4759.0,1949.0,0.2018,0.3156,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2022-11-01,h24v05,4759.0,1949.0,0.192,0.3265,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2022-11-17,h24v05,4759.0,1949.0,0.1975,0.3355,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2023-09-30,h24v05,4759.0,1949.0,0.2862,0.416,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2023-10-16,h24v05,4759.0,1949.0,0.2524,0.4061,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2023-11-01,h24v05,4759.0,1949.0,0.2413,0.3883,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.035,2023-11-17,h24v05,4759.0,1949.0,0.2773,0.3968,2194.0,0b0000100010010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2018-09-30,h24v05,4759.0,1978.0,0.3325,0.518,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2018-10-16,h24v05,4759.0,1978.0,0.2861,0.4927,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2018-11-01,h24v05,4759.0,1978.0,0.2691,0.4799,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2018-11-17,h24v05,4759.0,1978.0,0.2599,0.4598,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2019-09-30,h24v05,4759.0,1978.0,0.3431,0.5263,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2019-10-16,h24v05,4759.0,1978.0,0.3122,0.5366,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2019-11-01,h24v05,4759.0,1978.0,0.3401,0.5416,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2019-11-17,h24v05,4759.0,1978.0,0.3796,0.5455,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2020-09-29,h24v05,4759.0,1978.0,0.4099,0.6201,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2020-10-15,h24v05,4759.0,1978.0,0.3117,0.5509,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2020-10-31,h24v05,4759.0,1978.0,0.3025,0.5064,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2020-11-16,h24v05,4759.0,1978.0,0.3075,0.5187,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2021-09-30,h24v05,4759.0,1978.0,0.3726,0.5925,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2021-10-16,h24v05,4759.0,1978.0,0.3146,0.5226,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2021-11-01,h24v05,4759.0,1978.0,0.3176,0.5238,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2021-11-17,h24v05,4759.0,1978.0,0.2831,0.4778,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2022-09-30,h24v05,4759.0,1978.0,0.3963,0.5846,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2022-10-16,h24v05,4759.0,1978.0,0.3298,0.5496,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2022-11-01,h24v05,4759.0,1978.0,0.3363,0.557,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2022-11-17,h24v05,4759.0,1978.0,0.3237,0.5431,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2023-09-30,h24v05,4759.0,1978.0,0.3733,0.5997,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2023-10-16,h24v05,4759.0,1978.0,0.437,0.6351,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2023-11-01,h24v05,4759.0,1978.0,0.3582,0.5812,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,05,30.085,74.105,2023-11-17,h24v05,4759.0,1978.0,0.2706,0.4998,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2018-09-30,h24v05,4725.0,1927.0,0.3118,0.5068,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2018-10-16,h24v05,4725.0,1927.0,0.2485,0.4393,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2018-11-01,h24v05,4725.0,1927.0,0.2581,0.4554,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2018-11-17,h24v05,4725.0,1927.0,0.2758,0.5009,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2019-09-30,h24v05,4725.0,1927.0,0.3674,0.6065,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2019-10-16,h24v05,4725.0,1927.0,0.2864,0.497,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2019-11-01,h24v05,4725.0,1927.0,0.2825,0.5047,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2019-11-17,h24v05,4725.0,1927.0,0.3034,0.5625,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2020-09-29,h24v05,4725.0,1927.0,0.3639,0.5668,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2020-10-15,h24v05,4725.0,1927.0,0.366,0.5783,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2020-10-31,h24v05,4725.0,1927.0,0.3111,0.5082,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2020-11-16,h24v05,4725.0,1927.0,0.2424,0.4577,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
punjabgrid,06,30.155,74.035,2021-09-30,h24v05,4725.0,1927.0,0.3479,0.5515,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
